Country,Date,Product,AMI,MOSact,MOSproj,Order
Cote d'Ivoire,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2999.333333,,7.68,
Cote d'Ivoire,1/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",1705,,53.76,
Cote d'Ivoire,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",185468.6667,,7.13,
Cote d'Ivoire,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",3292.666667,,6.82,
Cote d'Ivoire,1/31/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,,,
Cote d'Ivoire,1/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",659,,11.63,
Cote d'Ivoire,1/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",257.3333333,,16.99,
Cote d'Ivoire,1/31/2019,"Lamivudine 150 mg Tablet, 60 Tabs",215.6666667,,43.34,
Cote d'Ivoire,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",17400.33333,,12.73,
Cote d'Ivoire,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",6795.666667,,6.79,
Cote d'Ivoire,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",836,,6.59,
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",828.6666667,,24.98,
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",21737.66667,,8.36,
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,,0,
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",371.6666667,,7.3,
Cote d'Ivoire,1/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",718,,7.76,
Cote d'Ivoire,1/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",16444,,11.36,
Cote d'Ivoire,1/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",25.33333333,,27.87,
Cote d'Ivoire,1/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",127.6666667,,29.31,
Cote d'Ivoire,1/31/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",739,,14.78,
Cote d'Ivoire,1/31/2019,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",61.66666667,,57.68,
Cote d'Ivoire,2/28/2019,"Abacavir 300 mg, Tablet, 60 Tabs",344,,24.17,
Cote d'Ivoire,2/28/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",14624,,11.83,
Cote d'Ivoire,2/28/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",3300.666667,,21.79,
Cote d'Ivoire,2/28/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",2370.666667,,12.45,
Cote d'Ivoire,2/28/2019,"Darunavir 600 mg Tablet, 60 Tabs",126,,9.79,
Cote d'Ivoire,2/28/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",188,,78.04,
Cote d'Ivoire,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",12.33333333,,3564.73,
Cote d'Ivoire,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2978.333333,,6.85,
Cote d'Ivoire,2/28/2019,"Efavirenz 600 mg Tablet, 30 Tabs",1614,,55.85,
Cote d'Ivoire,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,,0,
Cote d'Ivoire,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",183148,,7.01,
Cote d'Ivoire,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",3306.333333,,4.56,
Cote d'Ivoire,2/28/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",289,,78.54,
Cote d'Ivoire,2/28/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",633.6666667,,11.11,
Cote d'Ivoire,2/28/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",245,,17.11,
Cote d'Ivoire,2/28/2019,"Lamivudine 150 mg Tablet, 60 Tabs",210,,43.2,
Cote d'Ivoire,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",17115,,12.08,
Cote d'Ivoire,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",6881,,5.57,
Cote d'Ivoire,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",804.6666667,,5.87,
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",867.6666667,,23.04,
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",21221,,7.57,
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,,,
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",360,,6.57,
Cote d'Ivoire,2/28/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",724,,6.52,
Cote d'Ivoire,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",17349.33333,,9.67,
Cote d'Ivoire,2/28/2019,"Raltegravir 400 mg Tablet, 60 Tabs",10,,69.6,
Cote d'Ivoire,2/28/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",237,,16.23,
Cote d'Ivoire,2/28/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",857.3333333,,11.75,
Cote d'Ivoire,2/28/2019,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",61.33333333,,55.65,
Cote d'Ivoire,3/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",257.3333333,,31.32,
Cote d'Ivoire,3/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",13605.33333,,11.77,
Cote d'Ivoire,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",4039.666667,,16.93,
Cote d'Ivoire,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",2355.666667,,11.63,
Cote d'Ivoire,3/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",93.33333333,,22.58,
Cote d'Ivoire,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",203.3333333,,71.95,
Cote d'Ivoire,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,,,
Cote d'Ivoire,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2963.666667,,3.62,
Cote d'Ivoire,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",1813.333333,,48.15,
Cote d'Ivoire,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,,,
Cote d'Ivoire,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",189196,,6.32,
Cote d'Ivoire,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",3515,,3.1,
Cote d'Ivoire,3/31/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",0,,,
Cote d'Ivoire,3/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",636,,8.81,
Cote d'Ivoire,3/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",259.3333333,,14.85,
Cote d'Ivoire,3/31/2019,"Lamivudine 150 mg Tablet, 60 Tabs",215,,40.7,
Cote d'Ivoire,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",17632.66667,,10.84,
Cote d'Ivoire,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",6881.666667,,4.73,
Cote d'Ivoire,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",682.6666667,,6.37,
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",901.6666667,,21.24,
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",22324.66667,,6.2,
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,,,
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",367.6666667,,5.49,
Cote d'Ivoire,3/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",835,,17.22,
Cote d'Ivoire,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",17245.33333,,8.81,
Cote d'Ivoire,3/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",10,,65.6,
Cote d'Ivoire,3/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",140,,16.92,
Cote d'Ivoire,3/31/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",844.3333333,,11.25,
Cote d'Ivoire,3/31/2019,"Zidovudine 10 mg/mL Oral solution w/ Syringe, 240 mL",63.33333333,,52.64,
DRC,8/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",2911,1.62,,
DRC,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2354,0.56,,
DRC,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",68867,5.26,,
DRC,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",988,5.42,,
DRC,8/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",110,3.77,,
DRC,8/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",110,8.09,,
DRC,8/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",1734,21.78,,
DRC,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",899,13.15,,
DRC,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",447,1.15,,
DRC,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",269,1.78,,
DRC,8/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",2633,14.88,,
DRC,8/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",735,4.79,,
DRC,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",4654,28.73,,
DRC,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",763,0,,
DRC,9/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",2823.333333,1.12,,
DRC,9/30/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,0,,
DRC,9/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,,
DRC,9/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",1721.666667,1.12,,
DRC,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",60520,2.33,,
DRC,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",1150.666667,1.54,,
DRC,9/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",115.3333333,1.3,,
DRC,9/30/2018,"HIV-1/2 Vikia RTK, 25 Tests",106,5.89,,
DRC,9/30/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",1699,4.75,,
DRC,9/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",649,4.73,,
DRC,9/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",146,0,,
DRC,9/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",269,1.26,,
DRC,9/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",2614.666667,9.84,,
DRC,9/30/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",797,3.15,,
DRC,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",4948.333333,25.35,,
DRC,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",387.3333333,2.52,,
DRC,10/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",3198,5.14,,
DRC,10/31/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,0,,
DRC,10/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,,
DRC,10/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2551.333333,0.79,,
DRC,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",165169.6667,0.99,,
DRC,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",102.3333333,2.7,,
DRC,10/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",56.66666667,1.69,,
DRC,10/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",51.66666667,8.85,,
DRC,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",2152,12.6,,
DRC,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",1320.666667,4.35,,
DRC,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",690.6666667,0,,
DRC,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",690.6666667,4.26,,
DRC,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",9147,3.97,,
DRC,10/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",935,5.59,,
DRC,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",6940,17.48,,
DRC,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",322.3333333,2.17,,
DRC,11/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4145,4.81,,
DRC,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,0,,
DRC,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
DRC,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",3897,2.25,,
DRC,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",67034,3.79,,
DRC,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",527,6.56,,
DRC,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",48,1.96,,
DRC,11/30/2018,"HIV-1/2 Vikia RTK, 25 Tests",45,5.51,,
DRC,11/30/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",2190,11.21,,
DRC,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",1932,4.55,,
DRC,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",1048,3.06,,
DRC,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",823,4.37,,
DRC,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",4173,14.13,,
DRC,11/30/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1423,4.28,,
DRC,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",8663,14.51,,
DRC,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1014,5.55,,
DRC,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4823,1.09,1.09,
DRC,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,,,
DRC,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
DRC,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",3389,0.63,0.63,
DRC,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",74583,2.31,2.31,
DRC,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",520,5.41,5.41,
DRC,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",100,4.03,4.03,
DRC,12/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",100,4.84,4.84,
DRC,12/31/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",3091,7.44,7.44,
DRC,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",1699,4.12,4.12,
DRC,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",1481,4.63,4.63,
DRC,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",1048,1.27,1.27,
DRC,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",4173,10.16,10.16,
DRC,12/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1623,1.02,1.02,
DRC,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",8433,12.23,12.23,
DRC,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1514,2.94,2.94,
DRC,1/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4835,,1.01,
DRC,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,,,
DRC,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
DRC,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",3101,,1.38,
DRC,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",74600,,2.07,
DRC,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",845,,4.61,
DRC,1/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",100,,3.09,
DRC,1/31/2019,"HIV-1/2 Vikia RTK, 25 Tests",100,,4.23,
DRC,1/31/2019,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",3394,,5.84,
DRC,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",1322,,6.77,
DRC,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",1075,,6.74,
DRC,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",775,,2.37,
DRC,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",4267,,9.8,
DRC,1/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1623,,1.33,
DRC,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",8415,,13.43,
DRC,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1500,,2.9,
DRC,2/28/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4404,,1.12,
DRC,2/28/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",0,,0,
DRC,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,,,
DRC,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 90 Tabs",0,,0,
DRC,2/28/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
DRC,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",4369,,0.98,
DRC,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,,0,
DRC,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 90 Tabs",0,,0,
DRC,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",65513,,1.72,
DRC,2/28/2019,"Emtricitabine/Tenofovir 200/300 mg Tablet, 30 tabs",0,,0,
DRC,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",870,,4.24,
DRC,2/28/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",70,,2.06,
DRC,2/28/2019,"HIV-1/2 Vikia RTK, 25 Tests",60,,3.58,
DRC,2/28/2019,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",6090,,3.02,
DRC,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",2655,,1.83,
DRC,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",796,,3.96,
DRC,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",796,,2.33,
DRC,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",7745,,4.17,
DRC,2/28/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",2413,,1.92,
DRC,2/28/2019,"Nevirapine 50 mg Dispersible tablet, 30 tabs",851,,5.09,
DRC,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",5733,,19.67,
DRC,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1054,,4.13,
DRC,2/28/2019,"Zidovudine 10 mg OS w/ syringe, 240 mL",0,,0,
DRC,3/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4328.333333,,0.73,
DRC,3/31/2019,"Abacavir/Lamivudine 120/60 mg Tablet, 30 Tabs",0,,0,
DRC,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,,,
DRC,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 90 Tabs",0,,0,
DRC,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
DRC,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2808,,0,
DRC,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,,0,
DRC,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 90 Tabs",0,,0,
DRC,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",58175.66667,,8.34,
DRC,3/31/2019,"Emtricitabine/Tenofovir 200/300 mg Tablet, 30 tabs",0,,0,
DRC,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",986.6666667,,2.57,
DRC,3/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",70,,8.26,
DRC,3/31/2019,"HIV-1/2 Vikia RTK, 25 Tests",58.33333333,,2.52,
DRC,3/31/2019,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",5725.333333,,1.7,
DRC,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",2683,,2.1,
DRC,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",698.6666667,,4.04,
DRC,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",1478,,0.9,
DRC,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",8408.333333,,4.58,
DRC,3/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1704.333333,,2.51,
DRC,3/31/2019,"Nevirapine 50 mg Dispersible tablet, 30 tabs",680.3333333,,2.35,
DRC,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",5724.666667,,19.57,
DRC,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",1050.333333,,5.37,
DRC,3/31/2019,"Zidovudine 10 mg OS w/ syringe, 240 mL",266.6666667,,8.97,
Haiti,8/31/2018,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",3520,0.41,,
Haiti,8/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",15898,33.2,,
Haiti,8/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",45006,7.04,,
Haiti,8/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",7751.666667,80.79,,
Haiti,8/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",76491,11.31,,
Haiti,8/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,,,
Haiti,8/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,,,
Haiti,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",10750.66667,11.99,,
Haiti,8/31/2018,"Efavirenz 30 mg/mL Suspension, 180mL",0,,,
Haiti,8/31/2018,"Efavirenz 50 mg Tablet, 30 Caps",1018,5.3,,
Haiti,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",170687.3333,22.95,,
Haiti,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1210743,1.54,,
Haiti,8/31/2018,"Emtricitabine/Tenofovir 200/300 mg, 30 Tabs",0,0,,
Haiti,8/31/2018,"Etravirine 100 mg, 120 Tabs",11719.66667,5.82,,
Haiti,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",85000,11.77,,
Haiti,8/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",7660,1.42,,
Haiti,8/31/2018,"Lamivudine 10 mg/mL Solution w/ Syringe, 240 mL",15760,4.69,,
Haiti,8/31/2018,"Lamivudine 150 mg Tablet, 60 Tabs",7096.666667,18.85,,
Haiti,8/31/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",100200.6667,15.23,,
Haiti,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",403304.3333,27.52,,
Haiti,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",28225.66667,2.67,,
Haiti,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",10578.33333,1.05,,
Haiti,8/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",97950.33333,8.17,,
Haiti,8/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",8216.666667,0.82,,
Haiti,8/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",6220,2.26,,
