Country,Date,Product,Type,Funder,Order,projOrder,SOH,AMI,projAMI,MOS,projMOS,Note
DRC,10/31/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,5231,935,,5.6,,
DRC,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,121308,6940,,17.5,,
DRC,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,700,322.3333333,,2.2,,
DRC,11/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,19919,4145,,4.8,,
DRC,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
DRC,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,60000,0,,,,
DRC,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,8751,3897,,2.2,,
DRC,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,254098,67034,,3.8,,
DRC,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,3457,527,,6.6,,
DRC,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,94,48,,2,,
DRC,11/30/2018,"HIV-1/2 Vikia RTK, 25 Tests",RTK,,,,248,45,,5.5,,
DRC,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,24551,2190,,11.2,,
DRC,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,8793,1932,,4.6,,
DRC,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,3211,1048,,3.1,,
DRC,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,3597,823,,4.4,,
DRC,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,58947,4173,,14.1,,
DRC,11/30/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,6094,1423,,4.3,,
DRC,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,125697,8663,,14.5,,
DRC,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,5630,1014,,5.6,,
DRC,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,5270,4823,,1.1,,
DRC,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,350000,0,,,,
DRC,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,84353,0,,,,
DRC,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,2148,3389,,0.6,,
DRC,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,172633,74583,,2.3,,
DRC,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,2811,520,,5.4,,
DRC,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,403,100,,4,,
DRC,12/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",RTK,,,,484,100,,4.8,,
DRC,12/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,22997,3091,,7.4,,
DRC,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,6993,1699,,4.1,,
DRC,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,6853,1481,,4.6,,
DRC,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,1331,1048,,1.3,,
DRC,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,42414,4173,,10.2,,
DRC,12/31/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,1648,1623,,1,,
DRC,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,103109,8433,,12.2,,
DRC,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,4446,1514,,2.9,,
DRC,1/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,4877,4835,,1,,
DRC,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,350000,0,,,,
DRC,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,100000,0,,,,
DRC,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,4271,3101,,1.4,,
DRC,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,154475,74600,,2.1,,
DRC,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,3896,845,,4.6,,
DRC,1/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,309,100,,3.1,,
DRC,1/31/2019,"HIV-1/2 Vikia RTK, 25 Tests",RTK,,,,423,100,,4.2,,
DRC,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,19813,3394,,5.8,,
DRC,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,8950,1322,,6.8,,
DRC,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,7250,1075,,6.7,,
DRC,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,1834,775,,2.4,,
DRC,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,41804,4267,,9.8,,
DRC,1/31/2019,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,2162,1623,,1.3,,
DRC,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,113051,8415,,13.4,,
DRC,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,4354,1500,,2.9,,
DRC,2/28/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,4919,4404,,1.1,,
DRC,2/28/2019,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,0,0,,0,,
DRC,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,350000,0,,,,
DRC,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 90 Tabs",Adult ARV,,,,0,0,,0,,
DRC,2/28/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,100000,0,,,,
DRC,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,4289,4369,,1,,
DRC,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
DRC,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 90 Tabs",Adult ARV,,,,0,0,,0,,
DRC,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,112980,65513,,1.7,,
DRC,2/28/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
DRC,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,3690,870,,4.2,,
DRC,2/28/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,144,70,,2.1,,
DRC,2/28/2019,"HIV-1/2 Vikia RTK, 25 Tests",RTK,,,,215,60,,3.6,,
DRC,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,18393,6090,,3,,
DRC,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,4859,2655,,1.8,,
DRC,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,3154,796,,4,,
DRC,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,1852,796,,2.3,,
DRC,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,32277,7745,,4.2,,
DRC,2/28/2019,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,4635,2413,,1.9,,
DRC,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,4335,851,,5.1,,
DRC,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,112768,5733,,19.7,,
DRC,2/28/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,4354,1054,,4.1,,
DRC,2/28/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,0,0,,0,,
DRC,3/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,3144,4328.333333,,0.7,,"GHSC-PSM shipments (Qty 2,235 and 7,000) were delivered on 4/19/2019 and 4/15/2019. There is 2 MOS available at facility level."
DRC,3/31/2019,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,0,0,,0,,"Optimization has not yet  started and is scheduled for 10/1/2019. The first deliveries of this product were received in September and October 2018. These initial deliveries supplied selected ART sites which were pilot sites. Scaling up phase is planned for FY20. There is 4 MOS in the selected faciilties. GHSC-PSM shipments (Qty 16,000, 24,000 and 2,000) are planned for January/February 2020."
DRC,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,600000,0,,,,"The TLD transition will start in April 2019 with rollout continuing until April 2020. The expiry date is March 2020. GHSC-PSM shipment (Qty 250,000) was delivered on 4/12/2019. The next GHSC-PSM shipments are scheduled for August 2019 (Qty 150,030), November 2019 (Qty 148,000) and December 2019 (Qtys 20,000, 30,000 and 50,000)."
DRC,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 90 Tabs",Adult ARV,,,,0,0,,0,,Formulation has not yet been procured for DRC yet. Multi month dispensing for stable TLD patient will be evaluated after six months of TLD transition implementation.
DRC,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,100000,0,,,,"The TLD transition will start in April 2019 with rollout continuing until April 2020. GHSC-PSM shipments (Qty 24,353 and 60,000) were delivered on 11/13/2018 and 11/19/2018. GHSC-PSM shipment (Qty 15,647) was delivered on 12/10/2018."
DRC,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,0,2808,,0,,"The understock is due to misuse of the product in adults with kidney impairment. There are 2 MOS available at the facility level.  The next GHSC-PSM shipment are expected in April 2019 (Qty 8,000 and 12,000), May 2019 (Qty 8,000), and June 2019 (Qty 4,000)."
DRC,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,This product is not being procured yet by GHSC-PSM for DRC.
DRC,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 90 Tabs",Adult ARV,,,,0,0,,0,,This product is not being procured yet by GHSC-PSM for DRC.
DRC,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,485444,58175.66667,,8.3,,"There are 2 MOS available at the facility level. GHSC-PSM shipments (Qty 25,375 and 174,625) were delivered on 3/29/2019 and 4/12/2019. GHSC-PSM shipments (Qty 14,490 and 185,510) are planned for August 2019 with EDDs in May 2019."
DRC,3/31/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,This product is not being procured yet by GHSC-PSM for DRC.
DRC,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,2534,986.6666667,,2.6,,"The next GHSC-RTK/RMI shipment is expected in April 2019 (Qty 6,000). There is 3 MOS at facility level."
DRC,3/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,578,70,,8.3,,"The next GHSC-RTK/RMI shipments (Qtys 462 and 463) were expected in February 2019, but have not yet arrived. These orders are being expedited by RMI and are expected in April 2019."
DRC,3/31/2019,"HIV-1/2 Vikia RTK, 25 Tests",RTK,,,,147,58.33333333,,2.5,,"GHSC-RTK/RMI shipment (Qty 413) was expected in February 2019. This shipment has not arrived yet, and is expected in April 2019 along with Qty 412. GHSC-TA DRC FO heard from the country Lab task force, supplier won’t be able to supply VIKIA in near future due some technical issues including API availability, RMI could confirm this allegation. There are 2 MOS at the facility level."
DRC,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,9715,5725.333333,,1.7,,"GHSC-PSM shipment (Qty 4,000 and 1,500) were delivered on 4/18/2019 and 4/19/2019. GHSC-PSM shipments (Qty 3,000 and 6,000) are anticipated in May 2019. The cause of the understock is that the product has been used as an alternative to TDF/3TC. COP18 did not fund PrEP procurement. There are 2 MOS at facility level."
DRC,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,5643,2683,,2.1,,"GHSC-PSM shipment (Qty 4,000 and 1,500) were delivered on 4/18/2019 and 4/19/2019. GHSC-PSM shipments (Qty 3,000 and 6,000) are anticipated in May 2019. The cause of the understock is that the product has been used as an alternative to TDF/3TC. COP18 did not fund PrEP procurement. There are 2 MOS at facility level."
DRC,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,2823,698.6666667,,4,,"Product is phasing out. GHSC-PSM shipment (Qty 500, 2,000 and 3,000) were delivered on 4/19/2019, 4/15/2019, and 4/18/2019. GHSC-PSM shipment (Qty 2,000) is expected in May 2019 and has an ADD of 10/23/2019. ABC/3TC 120/60mg is an alternative regimen to ABC/3TC 60/30mg."
DRC,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,1328,1478,,0.9,,"The next GHSC-PSM shipments (Qty 2,000 and 4,000) are expected in August and September 2019. There are 2 MOS available at the facility level."
DRC,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,38500,8408.333333,,4.6,,"GHSC-PSM shipment (Qty 4,000) was delivered on 4/15/2019. GHSC-PSM shipment (Qty 2,000 and 6,000) are expected in April/May 2019. The next GHSC-PSM shipment is expected in January 2020 (Qty 6,000). There is a risk of product expiry with 230 bottles expiring on June 30th, 2019. Qty based on actual consumption trend. Stock is stored at Camelu in Lubumbashi."
DRC,3/31/2019,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,4281,1704.333333,,2.5,,"GHSC-PSM shipments (Qty 8,000, 2,000, 3,000) were delivered on 4/18/2019 and 4/15/2019. The next shipments are expected in August 2019 (Qty 2,044 and 7,000)."
DRC,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,1602,680.3333333,,2.4,,"The next GHSC-PSM shipments (Qty 750, 2,500 and 1,500) are expected in May 2019. The understock is product misuse. The product is for prophylaxis only and intended to exposed infants born from HIV+ mothers. There are 2 MOS available at facility level."
DRC,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,112029,5724.666667,,19.6,,"Product is being phased out in early September 2019. A small quantity of stock will expire in February 2020. There are no planned future GHSC-PSM shipments of this product. Global Fund will be using excess stock during the transition period to prevent wastage. GHSC-PSM  has suggested to PEPFAR how to mitigate the risk of wastage in accordance with national HIV program. To reduce the risk of exipiration, the national guidance protocol suggests that teenagers (10 to 15) take LNZ rather than TLE to avoid kidney impairement to young patients. This approach was accepted both by PEPFAR and MOH."
DRC,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,5639,1050.333333,,5.4,,"Product is being phased out. GHSC-PSM shipments (Qty 2,500, 4,000, 2,000, 5,000 and 5,000) were delivered on 4/15/2019, 4/18/2019 , 3/29/2019, 4/18/2019 and 4/15/2019.  GHSC-PSM shipment (Qty 5,000) is planned for May 2019. GHSC-PSM shipment (Qty 1,000) is planned for June 2019."
DRC,3/31/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,2393,266.6666667,,9,,"GHSC-PSM shipment (Qty 6,000) is planned for August 2019. GHSC-PSM shipment (Qty 18,000) is planned for April 2019. The new national protocol which came out in March 2019 recommends single therapy (NVP 50mg) for exposed infants. The country will no longer procure AZT suspension due to this change."
Ghana,5/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,10755,1482,,7.3,,
Ghana,5/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,2918,1323.666667,,2.2,,
Ghana,5/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,2360,327,,7.2,,
Ghana,5/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,12045,1261,,9.6,,
Ghana,5/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,336307,18530,,18.1,,
Ghana,5/31/2018,"Efavirenz/Emtricitabine/Tenofovir DF 600/200/300 mg Tablet, 30 Tabs",Adult ARV,,,,20400,3555,,5.7,,
Ghana,5/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,335899,37304,,9,,
Ghana,5/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,8065,3688,,2.2,,
Ghana,5/31/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,2272.75,85.33333333,,26.6,,
Ghana,5/31/2018,"HIV-1/2.0 RTK, First Response v.3.0 Cards Kit, 30 Tests",RTK,,,,32361,2360.666667,,13.7,,
Ghana,5/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,197016,19277,,10.2,,
Ghana,5/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,241751,12044,,20.1,,
Ghana,5/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,15519,2357,,6.6,,
Ghana,5/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,4272,330,,12.9,,
Ghana,5/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,33570,1788,,18.8,,
Ghana,5/31/2018,"Nevirapine 10 mg/mL Suspension, 100 mL bottle",Pediatric ARV,,,,2520,1949,,1.3,,
Ghana,5/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,142322,9264,,15.4,,
Ghana,5/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,2520,1432,,1.8,,
Ghana,5/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,41272,15232,,2.7,,
Ghana,5/31/2018,"Zidovudine 10 mg/mL Solution, 100 mL bottle",Pediatric ARV,,,,2789,2346,,1.2,,
Ghana,6/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,9669,2080,,4.6,,
Ghana,6/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,1588,738,,2.2,,
Ghana,6/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,1047,252,,4.2,,
Ghana,6/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,11804,963,,12.3,,
Ghana,6/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,301700,21612,,14,,
Ghana,6/30/2018,"Efavirenz/Emtricitabine/Tenofovir DF 600/200/300 mg Tablet, 30 Tabs",Adult ARV,,,,15747,3487,,4.5,,
Ghana,6/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,252968,46523,,5.4,,
Ghana,6/30/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,5396,2937,,1.8,,
Ghana,6/30/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,2155,88.66666667,,24.3,,
Ghana,6/30/2018,"HIV-1/2.0 RTK, First Response v.3.0 Cards Kit, 30 Tests",RTK,,,,28984,2397.666667,,12.1,,
Ghana,6/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,167609,20957,,8,,
Ghana,6/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,223429,10378,,21.5,,
Ghana,6/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,10489,2535,,4.1,,
Ghana,6/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,3527,304,,11.6,,
Ghana,6/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,28622,1999,,14.3,,
Ghana,6/30/2018,"Nevirapine 10 mg/mL Suspension, 100 mL bottle",Pediatric ARV,,,,853,2001,,0.4,,
Ghana,6/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,121339,13833,,8.8,,
Ghana,6/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,5612,851,,6.6,,
Ghana,6/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,36917,14908,,2.5,,
Ghana,6/30/2018,"Zidovudine 10 mg/mL Solution, 100 mL bottle",Pediatric ARV,,,,1417,1591,,0.9,,
Ghana,7/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,8836,2080,,4.2,,
Ghana,7/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,735,738,,1,,
Ghana,7/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,584,252,,2.3,,
Ghana,7/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,10951,963,,11.4,,
Ghana,7/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,274716,21612,,12.7,,
Ghana,7/31/2018,"Efavirenz/Emtricitabine/Tenofovir DF 600/200/300 mg Tablet, 30 Tabs",Adult ARV,,,,14559,3487,,4.2,,
Ghana,7/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,224386,46523,,4.8,,
Ghana,7/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,4386,2937,,1.5,,
Ghana,7/31/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,2124,88.66666667,,24,,
Ghana,7/31/2018,"HIV-1/2.0 RTK, First Response v.3.0 Cards Kit, 30 Tests",RTK,,,,29901,2397.666667,,12.5,,
Ghana,7/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,141575,20957,,6.8,,
Ghana,7/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,202966,10378,,19.6,,
Ghana,7/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,8317,2535,,3.3,,
Ghana,7/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,3208,304,,10.6,,
Ghana,7/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,27186,1999,,13.6,,
Ghana,7/31/2018,"Nevirapine 10 mg/mL Suspension, 100 mL bottle",Pediatric ARV,,,,168,2001,,0.1,,
Ghana,7/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,100332,13833,,7.3,,
Ghana,7/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,4131,851,,4.9,,
Ghana,7/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,36260,14908,,2.4,,
Ghana,7/31/2018,"Zidovudine 10 mg/mL Solution, 100 mL bottle",Pediatric ARV,,,,537,1591,,0.3,,
Ghana,8/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,7336,2080,,3.5,,
Ghana,8/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,274,738,,0.4,,
Ghana,8/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,416,252,,1.7,,
Ghana,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,8799,963,,9.1,,
Ghana,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,237745,21612,,11,,
Ghana,8/31/2018,"Efavirenz/Emtricitabine/Tenofovir DF 600/200/300 mg Tablet, 30 Tabs",Adult ARV,,,,67118,3487,,19.2,,
Ghana,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,190754,46523,,4.1,,
Ghana,8/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,2312,2937,,0.8,,
