Country,Date,Product,SOH,AMI,MOSact,MOSproj
Cote d'Ivoire,10/31/2018,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",1175,70.33333333,16.71,
Cote d'Ivoire,11/30/2018,"Abacavir 300 mg, Tablet, 60 Tabs",9098,230.6666667,39.44,
Cote d'Ivoire,11/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",165221,15882.66667,10.4,
Cote d'Ivoire,11/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",25545,1886,13.54,
Cote d'Ivoire,11/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",25091,1940.333333,12.93,
Cote d'Ivoire,11/30/2018,"Darunavir 600 mg Tablet, 60 Tabs",474,197,2.41,
Cote d'Ivoire,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",103,193,0.53,
Cote d'Ivoire,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",44000,0,,
Cote d'Ivoire,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",17813,2889,6.17,
Cote d'Ivoire,11/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",94591,1600.333333,59.11,
Cote d'Ivoire,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1324542,175783.3333,7.54,
Cote d'Ivoire,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",29358,3250.333333,9.03,
Cote d'Ivoire,11/30/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",3500,0,,
Cote d'Ivoire,11/30/2018,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",9567,668.3333333,14.31,
Cote d'Ivoire,11/30/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",4833,258.3333333,18.71,
Cote d'Ivoire,11/30/2018,"Lamivudine 150 mg Tablet, 60 Tabs",7435,185,40.19,
Cote d'Ivoire,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",214369,15869.33333,13.51,
Cote d'Ivoire,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",48546,6869.666667,7.07,
Cote d'Ivoire,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",10633,849,12.52,
Cote d'Ivoire,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",22486,806,27.9,
Cote d'Ivoire,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",129162,20231.33333,6.38,
Cote d'Ivoire,11/30/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,0,0,
Cote d'Ivoire,11/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",3349,359.3333333,9.32,
Cote d'Ivoire,11/30/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",4149,751.3333333,5.52,
Cote d'Ivoire,11/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",229151,12578.33333,18.22,
Cote d'Ivoire,11/30/2018,"Raltegravir 400 mg Tablet, 60 Tabs",0,29.66666667,0,
Cote d'Ivoire,11/30/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",3827,109.6666667,34.9,
Cote d'Ivoire,11/30/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",11737,754.3333333,15.56,
Cote d'Ivoire,11/30/2018,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",2131,68.33333333,31.19,
Cote d'Ivoire,12/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",8709,363.3333333,23.97,23.97
Cote d'Ivoire,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",151549,15684,9.66,9.66
Cote d'Ivoire,12/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",21098,2064.333333,10.22,10.22
Cote d'Ivoire,12/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",33299,2232.333333,14.92,14.92
Cote d'Ivoire,12/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",279,186,1.5,1.5
Cote d'Ivoire,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",14300,102.6666667,139.29,139.29
Cote d'Ivoire,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",44000,0,,
Cote d'Ivoire,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",15290,2796.333333,5.47,5.47
Cote d'Ivoire,12/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",93683,1644.666667,56.96,56.96
Cote d'Ivoire,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1554390,178099,8.73,8.73
Cote d'Ivoire,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",26513,3332.666667,7.96,7.96
Cote d'Ivoire,12/31/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",3700,0,,
Cote d'Ivoire,12/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",8810,720.3333333,12.23,12.23
Cote d'Ivoire,12/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",4598,257.3333333,17.87,17.87
Cote d'Ivoire,12/31/2018,"Lamivudine 150 mg Tablet, 60 Tabs",6983,220.6666667,31.65,31.65
Cote d'Ivoire,12/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",238307,16155.66667,14.75,14.75
Cote d'Ivoire,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",50630,7084,7.15,7.15
Cote d'Ivoire,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",8482,915,9.27,9.27
Cote d'Ivoire,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",21597,789.3333333,27.36,27.36
Cote d'Ivoire,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",165319,20675.33333,8,8
Cote d'Ivoire,12/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,0,0,0
Cote d'Ivoire,12/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",2986,361.3333333,8.26,8.26
Cote d'Ivoire,12/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",4161,600,6.93,6.93
Cote d'Ivoire,12/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",220699,15307,14.42,14.42
Cote d'Ivoire,12/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",10,25.33333333,0.39,0.39
Cote d'Ivoire,12/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",7490,106.3333333,70.44,70.44
Cote d'Ivoire,12/31/2018,"Tenofovir DF 300 mg Tablet, 30 Tabs",11363,644,17.64,17.64
Cote d'Ivoire,12/31/2018,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",3672,62.33333333,58.91,58.91
Cote d'Ivoire,1/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",8623,305.6666667,,28.21
Cote d'Ivoire,1/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",139970,15518,,9.02
Cote d'Ivoire,1/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",19953,2590.333333,,7.7
Cote d'Ivoire,1/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",31745,2290,,13.86
Cote d'Ivoire,1/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",314,131.6666667,,2.38
Cote d'Ivoire,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",14172,149.3333333,,94.9
Cote d'Ivoire,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",44000,0,,
Cote d'Ivoire,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",23040,2999.333333,,7.68
Cote d'Ivoire,1/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",91661,1705,,53.76
Cote d'Ivoire,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1323092,185468.6667,,7.13
Cote d'Ivoire,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",22447,3292.666667,,6.82
Cote d'Ivoire,1/31/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",195000,0,,
Cote d'Ivoire,1/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",7664,659,,11.63
Cote d'Ivoire,1/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",4372,257.3333333,,16.99
Cote d'Ivoire,1/31/2019,"Lamivudine 150 mg Tablet, 60 Tabs",9346,215.6666667,,43.34
Cote d'Ivoire,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",221491,17400.33333,,12.73
Cote d'Ivoire,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",46114,6795.666667,,6.79
Cote d'Ivoire,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",5511,836,,6.59
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",20698,828.6666667,,24.98
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",181671,21737.66667,,8.36
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",0,0,,0
Cote d'Ivoire,1/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",2714,371.6666667,,7.3
Cote d'Ivoire,1/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",5569,718,,7.76
Cote d'Ivoire,1/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",186820,16444,,11.36
Cote d'Ivoire,1/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",706,25.33333333,,27.87
Cote d'Ivoire,1/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",3742,127.6666667,,29.31
Cote d'Ivoire,1/31/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",10919,739,,14.78
Cote d'Ivoire,1/31/2019,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",3557,61.66666667,,57.68
Cote d'Ivoire,2/28/2019,"Abacavir 300 mg, Tablet, 60 Tabs",8313,344,,24.17
Cote d'Ivoire,2/28/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",173073,14624,,11.83
Cote d'Ivoire,2/28/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",71915,3300.666667,,21.79
Cote d'Ivoire,2/28/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",29517,2370.666667,,12.45
Cote d'Ivoire,2/28/2019,"Darunavir 600 mg Tablet, 60 Tabs",1234,126,,9.79
Cote d'Ivoire,2/28/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",14671,188,,78.04
Cote d'Ivoire,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",43965,12.33333333,,3564.73
Cote d'Ivoire,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",20401,2978.333333,,6.85
Cote d'Ivoire,2/28/2019,"Efavirenz 600 mg Tablet, 30 Tabs",90144,1614,,55.85
Cote d'Ivoire,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",0,0,,0
Cote d'Ivoire,2/28/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1283080,183148,,7.01
Cote d'Ivoire,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",15072,3306.333333,,4.56
Cote d'Ivoire,2/28/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",22697,289,,78.54
Cote d'Ivoire,2/28/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",7038,633.6666667,,11.11
Cote d'Ivoire,2/28/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",4192,245,,17.11
Cote d'Ivoire,2/28/2019,"Lamivudine 150 mg Tablet, 60 Tabs",9073,210,,43.2
Cote d'Ivoire,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",206809,17115,,12.08
Cote d'Ivoire,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",38326,6881,,5.57
Cote d'Ivoire,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4724,804.6666667,,5.87
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",19991,867.6666667,,23.04
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",160647,21221,,7.57
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",12477,0,,
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",2365,360,,6.57
Cote d'Ivoire,2/28/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",4719,724,,6.52
Cote d'Ivoire,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",167770,17349.33333,,9.67
Cote d'Ivoire,2/28/2019,"Raltegravir 400 mg Tablet, 60 Tabs",696,10,,69.6
Cote d'Ivoire,2/28/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",3846,237,,16.23
Cote d'Ivoire,2/28/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",10072,857.3333333,,11.75
Cote d'Ivoire,2/28/2019,"Zidovudine 10 mg/mL Oral Soultion w/ Syringe, 240 mL",3413,61.33333333,,55.65
Cote d'Ivoire,3/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",8060,257.3333333,,31.32
Cote d'Ivoire,3/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",160092,13605.33333,,11.77
Cote d'Ivoire,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",68373,4039.666667,,16.93
Cote d'Ivoire,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",27408,2355.666667,,11.63
Cote d'Ivoire,3/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",2107,93.33333333,,22.58
Cote d'Ivoire,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",14630,203.3333333,,71.95
Cote d'Ivoire,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",43725,0,,
Cote d'Ivoire,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",10733,2963.666667,,3.62
Cote d'Ivoire,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",87310,1813.333333,,48.15
Cote d'Ivoire,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",16385,0,,
Cote d'Ivoire,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1196287,189196,,6.32
Cote d'Ivoire,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",10913,3515,,3.1
Cote d'Ivoire,3/31/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",16317,0,,
Cote d'Ivoire,3/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",5604,636,,8.81
Cote d'Ivoire,3/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",3851,259.3333333,,14.85
Cote d'Ivoire,3/31/2019,"Lamivudine 150 mg Tablet, 60 Tabs",8750,215,,40.7
Cote d'Ivoire,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",191083,17632.66667,,10.84
Cote d'Ivoire,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",32584,6881.666667,,4.73
Cote d'Ivoire,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4349,682.6666667,,6.37
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",19151,901.6666667,,21.24
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",138507,22324.66667,,6.2
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",12477,0,,
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 5 x 60 mL bottle",2019,367.6666667,,5.49
Cote d'Ivoire,3/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL",14381,835,,17.22
Cote d'Ivoire,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",151864,17245.33333,,8.81
Cote d'Ivoire,3/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",656,10,,65.6
Cote d'Ivoire,3/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",2369,140,,16.92
Cote d'Ivoire,3/31/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",9502,844.3333333,,11.25
Cote d'Ivoire,3/31/2019,"Zidovudine 10 mg/mL Oral solution w/ Syringe, 240 mL",3334,63.33333333,,52.64
DRC,8/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4715,2911,1.62,
DRC,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",1315,2354,0.56,
DRC,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",362235,68867,5.26,
DRC,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",5358,988,5.42,
DRC,8/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",415,110,3.77,
DRC,8/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",890,110,8.09,
DRC,8/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",37759,1734,21.78,
DRC,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",11825,899,13.15,
DRC,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",512,447,1.15,
DRC,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",479,269,1.78,
DRC,8/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",39188,2633,14.88,
DRC,8/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",3524,735,4.79,
DRC,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",133731,4654,28.73,
DRC,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,763,0,
DRC,9/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",3161,2823.333333,1.12,
DRC,9/30/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,0,0,
DRC,9/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,0,
DRC,9/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",1927,1721.666667,1.12,
DRC,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",140835,60520,2.33,
DRC,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",1768,1150.666667,1.54,
DRC,9/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",150,115.3333333,1.3,
DRC,9/30/2018,"HIV-1/2 Vikia RTK, 25 Tests",624,106,5.89,
DRC,9/30/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",8066,1699,4.75,
DRC,9/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",3069,649,4.73,
DRC,9/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,146,0,
DRC,9/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",340,269,1.26,
DRC,9/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",25719,2614.666667,9.84,
DRC,9/30/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",2511,797,3.15,
DRC,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",125429,4948.333333,25.35,
DRC,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",976,387.3333333,2.52,
DRC,10/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",16425,3198,5.14,
DRC,10/31/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,0,0,
DRC,10/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,0,
DRC,10/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2016,2551.333333,0.79,
DRC,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",163155,165169.6667,0.99,
DRC,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",276,102.3333333,2.7,
DRC,10/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",96,56.66666667,1.69,
DRC,10/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",457,51.66666667,8.85,
DRC,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg, 30 Tabs",27105,2152,12.6,
DRC,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",5743,1320.666667,4.35,
DRC,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,690.6666667,0,
DRC,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",2940,690.6666667,4.26,
DRC,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",36293,9147,3.97,
DRC,10/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",5231,935,5.59,
DRC,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",121308,6940,17.48,
DRC,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",700,322.3333333,2.17,
DRC,11/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",19919,4145,4.81,
DRC,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",0,0,0,
DRC,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",60000,0,,
DRC,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",8751,3897,2.25,
DRC,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",254098,67034,3.79,
DRC,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",3457,527,6.56,
DRC,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",94,48,1.96,
DRC,11/30/2018,"HIV-1/2 Vikia RTK, 25 Tests",248,45,5.51,
DRC,11/30/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",24551,2190,11.21,
DRC,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",8793,1932,4.55,
DRC,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",3211,1048,3.06,
DRC,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",3597,823,4.37,
DRC,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",58947,4173,14.13,
DRC,11/30/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",6094,1423,4.28,
DRC,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",125697,8663,14.51,
DRC,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",5630,1014,5.55,
DRC,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",5270,4823,1.09,1.09
DRC,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",350000,0,,
DRC,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",84353,0,,
DRC,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",2148,3389,0.63,0.63
DRC,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",172633,74583,2.31,2.31
DRC,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",2811,520,5.41,5.41
DRC,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",403,100,4.03,4.03
DRC,12/31/2018,"HIV-1/2 Vikia RTK, 25 Tests",484,100,4.84,4.84
DRC,12/31/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",22997,3091,7.44,7.44
DRC,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",6993,1699,4.12,4.12
DRC,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",6853,1481,4.63,4.63
DRC,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",1331,1048,1.27,1.27
DRC,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",42414,4173,10.16,10.16
DRC,12/31/2018,"Lopinavir/ritonavir 40/10 mg Pellets in Capsules, 120 Caps",1648,1623,1.02,1.02
DRC,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",103109,8433,12.23,12.23
DRC,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",4446,1514,2.94,2.94
DRC,1/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",4877,4835,,1.01
DRC,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir 50/300/300 mg Tablet, 30 Tabs",350000,0,,
DRC,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",100000,0,,
DRC,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",4271,3101,,1.38
DRC,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",154475,74600,,2.07
DRC,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",3896,845,,4.61
DRC,1/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",309,100,,3.09
