Country,Date,Product,SOH,AMI,MOSact
Cote d'Ivoire,2/28/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",15072,3306.333333,4.56
Cote d'Ivoire,2/28/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",22697,289,78.54
Cote d'Ivoire,2/28/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",7038,633.6666667,11.11
Cote d'Ivoire,2/28/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",4192,245,17.11
Cote d'Ivoire,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",9073,210,43.2
Cote d'Ivoire,2/28/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",206809,17115,12.08
Cote d'Ivoire,2/28/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",38326,6881,5.57
Cote d'Ivoire,2/28/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4724,804.6666667,5.87
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",19991,867.6666667,23.04
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",160647,21221,7.57
Cote d'Ivoire,2/28/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",12477,0,0
Cote d'Ivoire,2/28/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",2365,360,6.57
Cote d'Ivoire,2/28/2019,"Nevirapine 10 mg/mL Suspension, 100 mL bottle",4719,724,6.52
Cote d'Ivoire,2/28/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",167770,17349.33333,9.67
Cote d'Ivoire,2/28/2019,"Raltegravir 400 mg Tablet, 60 Tabs",696,10,69.6
Cote d'Ivoire,2/28/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",3846,237,16.23
Cote d'Ivoire,2/28/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",10072,857.3333333,11.75
Cote d'Ivoire,2/28/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",3413,61.33333333,55.65
Cote d'Ivoire,3/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",8060,257.3333333,31.32
Cote d'Ivoire,3/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",160092,13605.33333,11.77
Cote d'Ivoire,3/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",68373,4039.666667,16.93
Cote d'Ivoire,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",27408,2355.666667,11.63
Cote d'Ivoire,3/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",2107,93.33333333,22.58
Cote d'Ivoire,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",14630,203.3333333,71.95
Cote d'Ivoire,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",43725,0,0
Cote d'Ivoire,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",10733,2963.666667,3.62
Cote d'Ivoire,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",87310,1813.333333,48.15
Cote d'Ivoire,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",16385,0,0
Cote d'Ivoire,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",1196287,189196,6.32
Cote d'Ivoire,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",10913,3515,3.1
Cote d'Ivoire,3/31/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",16317,0,0
Cote d'Ivoire,3/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 20 Tests",5604,636,8.81
Cote d'Ivoire,3/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",3851,259.3333333,14.85
Cote d'Ivoire,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",8750,215,40.7
Cote d'Ivoire,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",191083,17632.66667,10.84
Cote d'Ivoire,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",32584,6881.666667,4.73
Cote d'Ivoire,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",4349,682.6666667,6.37
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",19151,901.6666667,21.24
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",138507,22324.66667,6.2
Cote d'Ivoire,3/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",12477,0,0
Cote d'Ivoire,3/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",2019,367.6666667,5.49
Cote d'Ivoire,3/31/2019,"Nevirapine 10 mg/mL Suspension, 100 mL bottle",14381,835,17.22
Cote d'Ivoire,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",151864,17245.33333,8.81
Cote d'Ivoire,3/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",656,10,65.6
Cote d'Ivoire,3/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",2369,140,16.92
Cote d'Ivoire,3/31/2019,"Tenofovir DF 300 mg Tablet, 30 Tabs",9502,844.3333333,11.25
Cote d'Ivoire,3/31/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",3334,63.33333333,52.64
Haiti,8/31/2018,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,3520,0.41
Haiti,8/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",0,15898,33.2
Haiti,8/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,45006,7.04
Haiti,8/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,7751.666667,80.79
Haiti,8/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,76491,11.31
Haiti,8/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,0
Haiti,8/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,0
Haiti,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,10750.66667,11.99
Haiti,8/31/2018,"Efavirenz 30 mg/mL Suspension, 180mL",0,0,0
Haiti,8/31/2018,"Efavirenz 50 mg Tablet, 30 Caps",0,1018,5.3
Haiti,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,170687.3333,22.95
Haiti,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,1210743,1.54
Haiti,8/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,8/31/2018,"Etravirine 100 mg Tablet, 120 Tabs",0,11719.66667,5.82
Haiti,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,85000,11.77
Haiti,8/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,7660,1.42
Haiti,8/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,15760,4.69
Haiti,8/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,7096.666667,18.85
Haiti,8/31/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,100200.6667,15.23
Haiti,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,403304.3333,27.52
Haiti,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,28225.66667,2.67
Haiti,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,10578.33333,1.05
Haiti,8/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,97950.33333,8.17
Haiti,8/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,8216.666667,0.82
Haiti,8/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,6220,2.26
Haiti,8/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,77108,8.26
Haiti,8/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,8252.666667,4.96
Haiti,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,263580,3.51
Haiti,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,58756.66667,8.63
Haiti,8/31/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,23680,2.03
Haiti,9/30/2018,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,14.66666667,0.27
Haiti,9/30/2018,"Abacavir 300 mg, Tablet, 60 Tabs",0,216,40.73
Haiti,9/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,820.3333333,9.32
Haiti,9/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,328.6666667,63.33
Haiti,9/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,2875.666667,9.71
Haiti,9/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,0
Haiti,9/30/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,0
Haiti,9/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,121,21.45
Haiti,9/30/2018,"Efavirenz 30 mg/mL Suspension, 180mL",0,3.333333333,25.2
Haiti,9/30/2018,"Efavirenz 50 mg Tablet, 30 Caps",0,30.33333333,4.71
Haiti,9/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,5395,24.18
Haiti,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,37489.33333,1.59
Haiti,9/30/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,9/30/2018,"Etravirine 100 mg Tablet, 120 Tabs",0,115.6666667,4.91
Haiti,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,765,12.68
Haiti,9/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,349.3333333,3.45
Haiti,9/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,60,5
Haiti,9/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,84,26.31
Haiti,9/30/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,3387.333333,14.74
Haiti,9/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,6475,28.46
Haiti,9/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,378,3.3
Haiti,9/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,205,6.59
Haiti,9/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,788.3333333,8.35
Haiti,9/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,112.6666667,4.97
Haiti,9/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,70.33333333,11.22
Haiti,9/30/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,210,18
Haiti,9/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,1265,8.34
Haiti,9/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,249.3333333,4.98
Haiti,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,4185.333333,3.64
Haiti,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,885.3333333,9.42
Haiti,9/30/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,88,1.99
Haiti,10/31/2018,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,13,3.77
Haiti,10/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",0,216,40.3
Haiti,10/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,820.3333333,13.92
Haiti,10/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,307.6666667,67.42
Haiti,10/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,2703,9.29
Haiti,10/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,0
Haiti,10/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,0,0
Haiti,10/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,121,20.82
Haiti,10/31/2018,"Efavirenz 30 mg/mL Suspension, 180mL",0,3,22.67
Haiti,10/31/2018,"Efavirenz 50 mg Tablet, 30 Caps",0,31,15.26
Haiti,10/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,5395,24.05
Haiti,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,37489.33333,2.75
Haiti,10/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,10/31/2018,"Etravirine 100 mg Tablet, 120 Tabs",0,113.6666667,5
Haiti,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,765,11.17
Haiti,10/31/2018,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",0,738.6666667,6.09
Haiti,10/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,349.6666667,2.32
Haiti,10/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,60,12.45
Haiti,10/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,84,25.33
Haiti,10/31/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,3387.333333,14.05
Haiti,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,6475,38.75
Haiti,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,378,5.95
Haiti,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,205,11.89
Haiti,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,788.3333333,7.17
Haiti,10/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,112.6666667,3.95
Haiti,10/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,71,9.38
Haiti,10/31/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,210,17.2
Haiti,10/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,1265,7.14
Haiti,10/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,249.3333333,4.3
Haiti,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,4185.333333,3.26
Haiti,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,885.3333333,8.86
Haiti,10/31/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,88,0.07
Haiti,11/30/2018,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,17,0.82
Haiti,11/30/2018,"Abacavir 300 mg, Tablet, 60 Tabs",0,176.3333333,49.05
Haiti,11/30/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,917.3333333,11.07
Haiti,11/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,314.6666667,65.29
Haiti,11/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,2841,7.65
Haiti,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,0,0
Haiti,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,13,10130.62
Haiti,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,132.3333333,18.39
Haiti,11/30/2018,"Efavirenz 30 mg/mL Suspension, 180mL",0,3.666666667,18.55
Haiti,11/30/2018,"Efavirenz 50 mg Tablet, 30 Caps",0,23,19.43
Haiti,11/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,5298,24.15
Haiti,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,36852,2.2
Haiti,11/30/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,11/30/2018,"Etravirine 100 mg Tablet, 120 Tabs",0,122.3333333,1.64
Haiti,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,780,10.7
Haiti,11/30/2018,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",0,753.6666667,5.93
Haiti,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,340.6666667,2.32
Haiti,11/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,65.66666667,9.56
Haiti,11/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,79.66666667,25.46
Haiti,11/30/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,3488,12.64
Haiti,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,6317.333333,39.24
Haiti,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,377.3333333,3.53
Haiti,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,239.3333333,7.19
Haiti,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,830.3333333,6.15
Haiti,11/30/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,109,1.01
Haiti,11/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,92.33333333,18.97
Haiti,11/30/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,175.3333333,20.28
Haiti,11/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,1210.333333,7.09
Haiti,11/30/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,290,2.45
Haiti,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,4253.333333,2.66
Haiti,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,774.6666667,9.59
Haiti,11/30/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,91,0
Haiti,12/31/2018,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,18,0.78
Haiti,12/31/2018,"Abacavir 300 mg, Tablet, 60 Tabs",0,126.3333333,117.76
Haiti,12/31/2018,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,917.3333333,10.43
Haiti,12/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,371.3333333,74.99
Haiti,12/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,3001.333333,7.24
Haiti,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",0,31,94.61
Haiti,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,2714.666667,48.51
Haiti,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,128.6666667,18.59
Haiti,12/31/2018,"Efavirenz 30 mg/mL Suspension, 180mL",0,3.333333333,20.4
Haiti,12/31/2018,"Efavirenz 50 mg Tablet, 30 Caps",0,14,31.14
Haiti,12/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",0,4332.333333,29.54
Haiti,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,33610.66667,2.41
Haiti,12/31/2018,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,12/31/2018,"Etravirine 100 mg Tablet, 120 Tabs",0,133.6666667,3.98
Haiti,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,705,10.58
Haiti,12/31/2018,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",0,707,5.1
Haiti,12/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,342,3.7
Haiti,12/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,56.33333333,11.01
Haiti,12/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,66.33333333,30.35
Haiti,12/31/2018,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,3608,21.3
Haiti,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,5509,44.99
Haiti,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,381.6666667,3.29
Haiti,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,306.6666667,4.55
Haiti,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,912.6666667,5.56
Haiti,12/31/2018,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,118.6666667,0.44
Haiti,12/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,131.3333333,12.05
Haiti,12/31/2018,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,167,9.78
Haiti,12/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",0,1041.333333,8.24
Haiti,12/31/2018,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,262.6666667,2.7
Haiti,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,3900.666667,2.9
Haiti,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,701.3333333,10.56
Haiti,12/31/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,77,27.09
Haiti,1/31/2019,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,18,0.78
Haiti,1/31/2019,"Abacavir 300 mg, Tablet, 60 Tabs",0,125,117.98
Haiti,1/31/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,923.3333333,7.03
Haiti,1/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,366,61.68
Haiti,1/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,2991.333333,16.33
Haiti,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,60,65.03
Haiti,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,6171.333333,19.76
Haiti,1/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,127,18.24
Haiti,1/31/2019,"Efavirenz 30 mg/mL Suspension, 180mL",0,4.666666667,14.57
Haiti,1/31/2019,"Efavirenz 50 mg Tablet, 30 Caps",0,13.66666667,31.9
Haiti,1/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",0,4291.666667,29.63
Haiti,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",0,33403.66667,2.08
Haiti,1/31/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tablets",0,0,0
Haiti,1/31/2019,"Etravirine 100 mg Tablet, 120 Tabs",0,132,3.97
Haiti,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",0,675.3333333,6.83
Haiti,1/31/2019,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",0,647,5.58
Haiti,1/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",0,316.3333333,4
Haiti,1/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,56,9.7
Haiti,1/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,65.33333333,30.47
Haiti,1/31/2019,"Lamivudine/Tenofovir DF 150/300 mg, 30 Tabs",0,3577.666667,20.65
Haiti,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",0,5490,44.74
Haiti,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",0,375.6666667,2.69
Haiti,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",0,305,3.12
Haiti,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",0,911.3333333,6.45
Haiti,1/31/2019,"Lopinavir/Ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",0,116.6666667,3.76
Haiti,1/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",0,153.6666667,9.08
Haiti,1/31/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",0,169.3333333,8.41
Haiti,1/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",0,1034.333333,8.24
Haiti,1/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",0,270.3333333,2.37
Haiti,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",0,3863.666667,2.54
Haiti,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",0,695.3333333,9.9
Haiti,1/31/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL bottle",0,76.66666667,24.12
Haiti,2/28/2019,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",0,36.66666667,0.19
Haiti,2/28/2019,"Abacavir 300 mg, Tablet, 60 Tabs",0,149,98.19
Haiti,2/28/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",0,1011.666667,4.66
Haiti,2/28/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",0,362,58.69
Haiti,2/28/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",0,3202.333333,12.91
Haiti,2/28/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",0,107.3333333,31.81
Haiti,2/28/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",0,9585.333333,8.82
Haiti,2/28/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",0,116,30.78
Haiti,2/28/2019,"Efavirenz 30 mg/mL Suspension, 180mL",0,6.333333333,25.89
