Country,Short_Country,Date,Short_Product,Product,Type,SOH,AMI,MOS,Note
Cameroon,CMR,2018-10-31,EFV/3TC/TDF 600/300/300 MG 30 TABS,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,25651.0,195986.3333333333,0.1,
Cameroon,CMR,2018-11-30,EFV/3TC/TDF 600/300/300 MG 30 TABS,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,8314.0,156212.6666666667,0.1,
Cameroon,CMR,2019-01-31,EFV/3TC/TDF 600/300/300 MG 30 TABS,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,112273.0,286528.0,0.4,
Cameroon,CMR,2019-02-28,EFV/3TC/TDF 600/300/300 MG 30 TABS,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,300054.0,280316.0,1.1,
Cameroon,CMR,2019-03-31,EFV/3TC/TDF 600/300/300 MG 30 TABS,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,194576.0,247587.3333333333,0.8,"300,026 received. The next shipments are: 278,000 (EDD 4/30/2019, GoC), 1,837,157 (EDD 7/31/2019, GF). Pre-alerts are received, and shipments are in transit. 
TLE is expected to decrease every month. Naïve patients will be put on TLD as from July 2019. Old patients except pregnant women will be on TLD as from September 2019."
Cameroon,CMR,2018-05-31,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,0.0,1282.0,0,
Cameroon,CMR,2018-07-31,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,642.0,1283.666666666667,0.5,
Cameroon,CMR,2018-08-31,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,321.0,1283.666666666667,0.3,
Cameroon,CMR,2018-09-30,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,0.0,1360.666666666667,0,
Cameroon,CMR,2018-10-31,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,0.0,107.0,0,
Cameroon,CMR,2018-11-30,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,100.0,258.6666666666667,0.4,
Cameroon,CMR,2019-01-31,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,100.0,521.6666666666666,0.2,
Cameroon,CMR,2019-02-28,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,100.0,293.3333333333333,0.3,
Cameroon,CMR,2019-03-31,DETERMINE RTK 100 TESTS,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,100.0,0.0,,"Emergency bailout being sought. Quantification of RTKs planned. GF placed emergency order in early April (lead time can be between 1 - 6 months, depending on product availability). GoC ordered 5,500, but EDD is unknown due to the long lead time."
Cameroon,CMR,2018-05-31,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,1012.0,81.66666666666667,12.4,
Cameroon,CMR,2018-07-31,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,556.0,54.0,10.3,
Cameroon,CMR,2018-08-31,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,278.0,54.0,5.1,
Cameroon,CMR,2018-09-30,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,278.0,54.0,5.1,
Cameroon,CMR,2018-10-31,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,326.0,0.0,,
Cameroon,CMR,2018-11-30,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,326.0,0.0,,
Cameroon,CMR,2019-01-31,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,278.0,16.0,17.4,
Cameroon,CMR,2019-02-28,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,278.0,16.0,17.4,
Cameroon,CMR,2019-03-31,ORAQUICK ADVANCE RTK 100 TESTS,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,186.0,30.66666666666667,6.1,Quantification of RTKs planned
Cameroon,CMR,2018-05-31,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,103453.0,14648.33333333333,7.1,
Cameroon,CMR,2018-07-31,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,28695.0,13539.66666666667,2.1,
Cameroon,CMR,2018-08-31,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,10835.0,13539.66666666667,0.8,
Cameroon,CMR,2018-09-30,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,0.0,9302.333333333334,0,
Cameroon,CMR,2018-10-31,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,113129.0,3334.333333333333,33.9,
Cameroon,CMR,2018-11-30,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,32037.0,36204.66666666666,0.9,
Cameroon,CMR,2019-01-31,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,32101.0,43775.33333333334,0.7,
Cameroon,CMR,2019-02-28,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,0.0,21008.33333333333,0,
Cameroon,CMR,2019-03-31,3TC/TDF 300/300 MG 30 TABS,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,0.0,19341.66666666667,0,"85,000 from GoC is planned for April, and 82,345 from GF planned for July. There are stocks at the lower level."
Cameroon,CMR,2018-05-31,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,107989.0,4649.666666666667,23.2,
Cameroon,CMR,2018-07-31,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,193862.0,3742.666666666667,51.8,
Cameroon,CMR,2018-08-31,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,123757.0,4998.333333333333,24.8,
Cameroon,CMR,2018-09-30,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,100940.0,5631.0,17.9,
Cameroon,CMR,2018-10-31,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,109820.0,6624.0,16.6,
Cameroon,CMR,2018-11-30,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,93254.0,7321.333333333333,12.7,
Cameroon,CMR,2019-01-31,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,60073.0,18692.0,3.2,
Cameroon,CMR,2019-02-28,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,52118.0,16159.33333333333,3.2,
Cameroon,CMR,2019-03-31,3TC/AZT 150/300 MG 60 TABS,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,51118.0,10492.0,4.9,"From the recent quantification, we have recommended the 10 979 treatments to arrive in the country June 1st 2019 so that it could be present at health facilities by July 1st 2019 to avoid any risk of stock out. An order from GF Funding for 5000 treatments which should arrive by august 2019 in order to permit adequate stock projected."
Cameroon,CMR,2018-05-31,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,62073.0,0.0,,
Cameroon,CMR,2018-07-31,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,51679.0,5002.333333333333,10.3,
Cameroon,CMR,2018-08-31,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,50149.0,5162.333333333333,9.7,
Cameroon,CMR,2018-09-30,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,48565.0,2689.0,18.1,
Cameroon,CMR,2018-10-31,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,48565.0,1038.0,46.8,
Cameroon,CMR,2018-11-30,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,42554.0,1608.333333333333,26.5,
Cameroon,CMR,2019-01-31,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,2282.0,2299.666666666667,1.0,
Cameroon,CMR,2019-02-28,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,0.0,1242.0,0,
Cameroon,CMR,2019-03-31,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,0.0,1242.0,0,"7,760 from GF is planned for 8/1/2019. This product will be used with LPV/r, especially with children bet 0-25 kg."
Cameroon,CMR,2018-05-31,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,25307.0,2233.333333333333,11.3,
Cameroon,CMR,2018-07-31,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,19006.0,1789.666666666667,10.6,
Cameroon,CMR,2018-08-31,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,5940.0,1789.666666666667,3.3,
Cameroon,CMR,2018-09-30,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,2760.0,1060.0,2.6,
Cameroon,CMR,2018-10-31,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,2100.0,1490.0,1.4,
Cameroon,CMR,2018-11-30,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,25213.0,3742.333333333333,6.7,
Cameroon,CMR,2019-01-31,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,24813.0,3018.666666666667,8.2,
Cameroon,CMR,2019-02-28,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,28688.0,2099.666666666667,13.7,
Cameroon,CMR,2019-03-31,LPV/R 200/50 MG 120 TABS,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,27038.0,2549.666666666667,10.6,"22,774 to be bought by funding partner with 11,387 emergency order with EDD April 2019. Clarifications ongoing with the funding partner."
Cameroon,CMR,2018-05-31,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-07-31,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-08-31,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-09-30,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-10-31,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-11-30,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2019-01-31,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,777.6666666666666,0,
Cameroon,CMR,2019-02-28,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,777.6666666666666,0,
Cameroon,CMR,2019-03-31,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,0.0,0.0,0,"From the recent quantification, we have recommended a reduction of the quantity of 42 912 treatments already ordered to 5368 treatments to arrive by august 2019. Another shipment should for 5 368 treatments to arrive by January 2020."
Cameroon,CMR,2018-05-31,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,11446.0,383.3333333333333,29.9,
Cameroon,CMR,2018-07-31,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,12194.0,138.3333333333333,88.1,
Cameroon,CMR,2018-08-31,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,12194.0,138.3333333333333,88.1,
Cameroon,CMR,2018-09-30,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,9584.0,470.0,20.4,
Cameroon,CMR,2018-10-31,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,9584.0,470.0,20.4,
Cameroon,CMR,2018-11-30,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,9584.0,470.0,20.4,
Cameroon,CMR,2019-01-31,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,10754.0,10.0,1075.4,
Cameroon,CMR,2019-02-28,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,10747.0,10.0,1074.7,
Cameroon,CMR,2019-03-31,LPV/R 80/20 MG/ML OS 5 X 60 ML,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,10747.0,0.0,,"To be replaced by the heat stable LPV/r 40/10 mg. All the stock expires in September 2019. 
PSM is working with partners to train clinicians to use both pellets and syrup. All the batches expire between March 2019 and September with the last batches of 3,791 bottles expiring in September. From the recent quantification, we have recommended a reduction of 1 880 treatments already ordered to 500 treatments. The treatments should arrive later in September instead of July 2019."
Cameroon,CMR,2018-05-31,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,5970.0,801.6666666666666,7.4,
Cameroon,CMR,2018-07-31,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,5970.0,641.3333333333334,9.3,
Cameroon,CMR,2018-08-31,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,66.66666666666667,0,
Cameroon,CMR,2018-09-30,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-10-31,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,1325.333333333333,0,
Cameroon,CMR,2018-11-30,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,1325.333333333333,0,
Cameroon,CMR,2019-01-31,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2019-02-28,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2019-03-31,NVP 10MG/ML SUSP 240 ML,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,0.0,0.0,0,In the process of canceling GF shipments.
Cameroon,CMR,2018-05-31,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,153536.0,4609.333333333333,33.3,
Cameroon,CMR,2018-07-31,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,94755.0,19588.33333333333,4.8,
Cameroon,CMR,2018-08-31,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,111957.0,21668.33333333333,5.2,
Cameroon,CMR,2018-09-30,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,9170.0,12640.66666666667,0.7,
Cameroon,CMR,2018-10-31,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,91034.0,9371.0,9.7,
Cameroon,CMR,2018-11-30,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,48042.0,18169.0,2.6,
Cameroon,CMR,2019-01-31,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,20328.0,26665.33333333333,0.8,
Cameroon,CMR,2019-02-28,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,51000.0,18444.0,2.8,
Cameroon,CMR,2019-03-31,NVP 200 MG 60 TABS,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,45136.0,14398.0,3.1,In the process of canceling GF shipments.
Cameroon,CMR,2018-05-31,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,9188.0,764.3333333333334,12.0,
Cameroon,CMR,2018-07-31,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,6552.0,1620.333333333333,4.0,
Cameroon,CMR,2018-08-31,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,9687.0,1113.666666666667,8.7,
Cameroon,CMR,2018-09-30,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,13018.0,800.0,16.3,
Cameroon,CMR,2018-10-31,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,2880.0,1030.0,2.8,
Cameroon,CMR,2018-11-30,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,3463.0,1172.333333333333,3.0,
Cameroon,CMR,2019-01-31,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,820.0,2407.666666666667,0.3,
Cameroon,CMR,2019-02-28,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,0.0,1828.666666666667,0,
Cameroon,CMR,2019-03-31,NVP 50 MG DISPERSIBLE 30 TABS,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,0.0,1051.0,0,"10,320 from GF is planned for July 2019, but PSM is recommending to reduce quantity to 7,000, and that the order should arrive in May or June."
Cameroon,CMR,2018-05-31,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,167878.0,15084.0,11.1,
Cameroon,CMR,2018-07-31,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,115210.0,12724.0,9.1,
Cameroon,CMR,2018-08-31,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,49512.0,16122.0,3.1,
Cameroon,CMR,2018-09-30,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,2150.0,18881.33333333333,0.1,
Cameroon,CMR,2018-10-31,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,100.0,33293.33333333334,0.0,
Cameroon,CMR,2018-11-30,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,0.0,12795.33333333333,0,
Cameroon,CMR,2019-01-31,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,4002.0,38427.0,0.1,
Cameroon,CMR,2019-02-28,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,0.0,39727.66666666666,0,
Cameroon,CMR,2019-03-31,NVP/3TC/AZT 200/150/300 MG 60 TABS,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,0.0,27711.0,0,"By January 2020, no patients will be expected to be on LNZ. The country should take all the necessary measures to minimize the waste of the huge stock of NVP 200 mg and LZ 150/300. In the recent quantification, we recommended the order of 49 000 treatments to arrive latest by 30th April 2019 in order to handle the stock out at CENAME. To assure the transition to TLD in August 2019 and be more comfortable till the end of December 2020, an order of 44 000 treatments (GF) should be placed to arrive in June 2019 instead of 1st of august 2019 as indicated."
Cameroon,CMR,2018-05-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,1134.0,0,
Cameroon,CMR,2018-07-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-08-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-09-30,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-10-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2018-11-30,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2019-01-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,0.0,0.0,0,
Cameroon,CMR,2019-02-28,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,9682.0,0.0,,
Cameroon,CMR,2019-03-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,3840.0,1947.333333333333,2.0,This product is planned to be replaced by ABC/3TC 120/60mg. The product is to be phased out from 2019.
Cameroon,CMR,2018-05-31,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,700.0,23.33333333333333,30.0,
Cameroon,CMR,2018-07-31,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,700.0,96.33333333333333,7.3,
Cameroon,CMR,2018-08-31,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,2746.0,73.0,37.6,
Cameroon,CMR,2018-09-30,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,2427.0,26.66666666666667,91.0,
Cameroon,CMR,2018-10-31,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,2427.0,343.3333333333333,7.1,
Cameroon,CMR,2018-11-30,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,1263.0,356.6666666666667,3.5,
Cameroon,CMR,2019-01-31,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,876.0,125.6666666666667,7.0,
Cameroon,CMR,2019-02-28,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,876.0,98.66666666666667,8.9,
Cameroon,CMR,2019-03-31,RTV 100 MG 60 TABS,"Ritonavir 100 mg Film-Coated Tablet, 60 Tabs",Pediatric ARV,377.0,265.0,1.4,"We recommended the order of 700 treatments from CENAME to arrive latest by 30th April 2019 in order to prevent stock out at health facilities level. The order of 1 056 treatments through GF to arrive by July 2019 should cover the gap. To be more comfortable till the end of December 2020, an order of 1000 treatments (GF) should be placed to arrive by the end of November 2019."
