Country,Date,Product,Type,Funder,Order,projOrder,SOH,AMI,projAMI,MOS,projMOS,Note
Haiti,3/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,34693,3391.666667,,10.2,,"We expect an increase in consumption this year as the MOH is expected to have 8% of patients on a second line regimen. GHSC-PSM shipment (Qty 29,804) was delivered on 1/15/2019. GHSC-PSM shipment (Qty 17,500) is expected in November 2019."
Haiti,3/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,6443,144.6666667,,44.5,,"This is a newly introduced product. The transition started on November 5th, 2018  with a rollout timeline of 9 months. GHSC-PSM shipment (Qty 2,500) was delivered on 3/21/2019.  The next GHSC-PSM shipment is  scheduled for June 2019 (Qty 3,022)."
Haiti,3/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,335332,12357.33333,,27.1,,"This is a newly introduced product. TLD transition started on November 5th, 2018 with a rollout timeline of 9 months. GHSC-PSM shipment (Qty 292,770) was delivered on 3/20/2019. By the end of the transition, it is expected that there will be 52,100 adults and 648 children in the new and existing patient population. The product expiry dates are February 28, 2020 and August 31, 2020."
Haiti,3/31/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,3307,121,,27.3,,"An increase in consumption is expected with the transition to DTG as this product will be used as part of the first line regimen for children between 3 to 6 years old in combination with ABC/3TC. The expiry date is April 2020. GHSC-PSM shipment (Qty 1,452) was delivered on 2/4/2019. GHSC-PSM shipment (Qty 2,174) is expected in June/May 2019."
Haiti,3/31/2019,"Efavirenz 30 mg/mL Suspension, 180mL",Pediatric ARV,,,,258,5.333333333,,48.4,,This product is being phased out. GHSC-PSM shipment (Qty 120) was delivered on 3/4/2019.
Haiti,3/31/2019,"Efavirenz 50 mg Tablet, 30 Caps",Pediatric ARV,,,,267,24.33333333,,11,,This product is being phased out. The last GHSC-PSM shipment (Qty 176) will be delivered as planned. No product wastage is expected. Product expiry in August 2021.
Haiti,3/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,123710,3371.666667,,36.7,,This product is being phased out and will no longer be procured. Product will be used until expiry. The product expiry date is in March 2021 and July 2021.
Haiti,3/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,30330,29296.66667,,1,,"This product is being phased out. GHSC-PSM shipments (Qtys 101,815, 1,433 and 20,730)  were delivered on 3/22/2019.  GHSC-PSM shipment (Qty 189,942) was delivered on 3/20/2018. A decrease in consumption is expected with the TLD transition.  There is sufficient stock available due to the recent shipments. There is 3.64 MOS at the facility level at the end of February."
Haiti,3/31/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,5750,0,,,,"This is a newly introducted product which is planned for a key population (MSM).  GHSC-PSM shipment (Qty 6,000) was delivered on 11/8/2018.  Product has not been delivered to sites yet."
Haiti,3/31/2019,"Etravirine 100 mg Tablet, 120 Tabs",Adult ARV,,,,368,139.3333333,,2.6,,"The supply plan projection has been revised for this product. This is a third-line regimen. At the end of September 2019, the target was to reach 150 patients. This objective has been achieved with the targeted number of people currently on the regimen. GHSC-PSM shipment (Qty 539) is planned for June 2019. There is 2.08 Mos at the facility level at the end of February."
Haiti,3/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,2019,693.3333333,,2.9,,"GHSC-RTK/RMI shipment (Qty 3,000) has been delivered and is not included in SOH. GHSC-RTK/RMI shipment (Qty 366,400) is expected in August 2019."
Haiti,3/31/2019,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",RTK,,,,1635,663,,2.5,,"GHSC-RTK shipment (Qty 4,000) was delivered on 4/5/2019."
Haiti,3/31/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,1142,341,,3.3,,"GHSC-RTK/RMI shipment (Qty 21,640) is expected in May 2019."
Haiti,3/31/2019,"Lamivudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,171,85.33333333,,2,,This product is being phased out. 171 bottles are expected to expire in 2020.
Haiti,3/31/2019,"Lamivudine 150 mg Tablet, 60 Tabs",Pediatric ARV,,,,1821,94.66666667,,19.2,,"Product phase out and significant overstock. This product is being phased out by September 2020. Please consider looking into a stock transfer. There is Qty 1,821 that will expire in 06/30/2020.  There are no current orders of this product."
Haiti,3/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,60020,3949.333333,,15.2,,"We expect a decrease in consumption as expected consumption levels have not been reached. GHSC-PSM shipment (Qty 32,781) was delivered on 12/3/2018. Qty 27,239 expires 1/31/2020 and Qty 32,781 expires 6/30/2020."
Haiti,3/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,237072,4389.333333,,54,,"Significant overstock. Previous request for a stock transfer as the orders received in July and November 2018 could not be cancelled and there is now an expected decrease in consumption. A decrease in consumption is expected for this product due to the TLD transition. Product expiry dates are 2/28/2021 (Qty 45,497), 4/30/2021 (Qty 131,991) and 6/30/2021 (Qty 59,584)."
Haiti,3/31/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,1208,409.6666667,,2.9,,"GHSC-PSM shipment (Qty 330) was delivered on 3/21/2019 and is included in SOH. GHSC-PSM shipment (Qty 1,556) is expected in July 2019. There is 6.24 MOS available at the facility level."
Haiti,3/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,0,439,,0,,"GHSC-PSM shipment (Qty 1,374) is expected in June 2019. GHSC-PSM is expediting this shipment to arrive earlier. There are 3.58 MOS available at the facility level as of 2/28/2019."
Haiti,3/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,4895,936.3333333,,5.2,,"GHSC-PSM shipment (Qty 5,760) is expected in October 2019."
Haiti,3/31/2019,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,1,151,,0,,GHSC-PSM shipment (Qty 400) was delivered on 1/23/2019. The alternative regimen is Lopinavir/ritonavir 80/20 mg/mL. GHSC-PSM shipment (Qty 325) is planned for September 2019. There is 3.04 MOS available at the facility level.
Haiti,3/31/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,,,,1488,113,,13.2,,GHSC-PSM shipment (Qty 159) was delivered on 3/21/2019.
Haiti,3/31/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,,,,912,149.6666667,,6.1,,There is a decrease in consumption that has been seen. A increase in consumption is expected as the national protocol is to have 90% of patients in prophylaxis on Nevirapine. The expiry date for this product is June 2021.
Haiti,3/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,7980,862.6666667,,9.3,,This product is being phased out by the end of October 2018. Consumption is not expected to increase or decrease. No future orders of this product are planned. The product expiry date is September 2020. This product will be continued to be used throughout the transition.
Haiti,3/31/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,1255,267.3333333,,4.7,,Product will be phased out and used until it expires. GHSC-PSM shipment (Qty 640) was delivered on 1/22/2019.
Haiti,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,3265,3153.333333,,1,,No planned shipments due to product phase out. Product will be used until expiry. Patients will transition to TLD.
Haiti,3/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,5556,630.3333333,,8.8,,This product is being phased out as part of the TLD transition and used until it expires. There are no planned shipments of this product.
Haiti,3/31/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,2384,79.66666667,,29.9,,"GHSC-PSM shipment (Qty 1,157) was delivered on 3/15/2019. There was a previous understock due to higher usage of the product than planned. There should be an increase in consumption shortly.  The next GHSC-PSM shipments are planned for July/June 2019 (Qty 1,242). The expiry date for this product is 09/30/2020."
Haiti,4/30/2019,"Abacavir 300 mg, Tablet, 60 Tabs",Adult ARV,,,,20755,155.6666667,,133.3,,"GHSC-PSM shipment (Qty 6,221) was delivered on 4/17/2019. There is an expected  decrease in consumption as fixed doses are now the priority.  The product was planned to have 15% of patients in a second line regimen, whereas so far only 6% are using the product. Patients are instead on the fixed dose Abacavir/Lamivudine 600/300 mg. The dates of expiry for this product are 6/30/2020,2,592 bottles; 8/31/2020, 1,118 bottles; 1/31/2021, 6,952 bottles; and 1/31/2023, 6,221 bottles."
Haiti,4/30/2019,"Abacavir 20 mg/mL Suspension w/ Syringe, 240 mL bottle",Pediatric ARV,,,,0,30.66666667,,0,,Product has been phased out. 
Haiti,4/30/2019,"Abacavir/Lamivudine 60/30 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,7066,867.3333333,,8.1,,"GHSC-PSM shipment (Qty 5,235) was delivered on 3/21/2019. An increase in consumption is expected  as it will be used in a pediatric regimen. "
Haiti,4/30/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,19416,1223,,15.9,,"Overstock, inquiry about stock transfer.  This product is newly introduced and actual consumption did not follow with projected consumption trends. An increase in consumption is expected based on projections. 8% of patients on second-line treatment will use this product. "
Haiti,4/30/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,30755,3582.333333,,8.6,,"We expect an increase in consumption this year as the MOH is expected to have 8% of patients on a second line regimen. GHSC-PSM shipment (Qty 29,804) was delivered on 1/15/2019. GHSC-PSM shipment (Qty 17,500) is expected in November 2019. "
Haiti,4/30/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,67125,17220,,3.9,,"This is a newly introduced product. TLD transition started on November 5th, 2018 with a rollout timeline of 9 months. GHSC-PSM shipment (Qty 292,770) was delivered on 3/20/2019. By the end of the transition, it is expected that there will be 52,100 adults and 648 children in the new and existing patient population. The product expiry dates are February 28, 2020 and August 31, 2020. GHSC-PSM shipment (Qty 54,000) is scheduled for August 2019. "
Haiti,4/30/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,6234,147.3333333,,42.3,,"This is a newly introduced product. The transition started on November 5th, 2018  with a rollout timeline of 9 months. GHSC-PSM shipment (Qty 2,500) was delivered on 3/21/2019.  The next GHSC-PSM shipment is  scheduled for June 2019 (Qty 3,022). Product expiry dates are 5/31/2020,734 bottles; 8/31/2020,2,000 bottles; and 11/30/2020,3,500 bottles. "
Haiti,4/30/2019,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,3195,141,,22.7,,"An increase in consumption is expected with the transition to DTG as this product will be used as part of the first line regimen for children between 3 to 6 years old in combination with ABC/3TC.  GHSC-PSM shipment (Qty 2,174) was delivered on 5/14/2019. Product expiry dates are 10/31/2020, 580 bottles; 3/31/2021, 1,443 bottles; and 5/31/2021, 1,172 bottles. "
Haiti,4/30/2019,"Efavirenz 50 mg Tablet, 30 Caps",Pediatric ARV,,,,267,24.33333333,,11,,This product is being phased out. The last GHSC-PSM shipment (Qty 176) will be delivered as planned. No product wastage is expected. Product expiry in August 2021. 
Haiti,4/30/2019,"Efavirenz 30 mg/mL Suspension, 180mL",Pediatric ARV,,,,258,6.333333333,,40.7,,"This product is being phased out. GHSC-PSM shipment (Qty 120) was delivered on 3/4/2019. Product expiry dates are 2/28/2020, 36 bottles and 8/31/2021, 222 bottles. "
Haiti,4/30/2019,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,123197,3119,,39.5,,"This product is being phased out and will no longer be procured. Product will be used until expiry. Product expiry dates are 10/31/2020, 67,576; 12/32/2020, 11,784; 3/31/2021, 359; and 7/31/2021, 43,378 bottles."
Haiti,4/30/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,124637,27839.66667,,4.5,,"This product is being phased out. GHSC-PSM shipments (Qtys 101,815, 1,433 and 20,730)  were delivered on 3/22/2019."
Haiti,4/30/2019,"Emtricitabine/Tenofovir DF 200/300 mg Tablet, 30 Tabs",Adult ARV,,,,5750,0,,,,"This is a newly introducted product which is planned for a key population (MSM).  GHSC-PSM shipment (Qty 6,000) was delivered on 11/8/2018.  Product has not been delivered to sites yet. "
Haiti,4/30/2019,"Etravirine 100 mg Tablet, 120 Tabs",Adult ARV,,,,368,144.3333333,,2.5,,"GHSC-PSM shipment (Qty 539) was delivered on 5/23/2019. The supply plan projection has been revised for this product. This is a third-line regimen. At the end of September 2019, the target was to reach 150 patients. This objective has been achieved with the targeted number of people currently on the regimen. "
Haiti,4/30/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,1921,491.3333333,,3.9,,"GHSC-RTK/RMI shipment (Qty 3,000) has been delivered. GHSC-RTK/RMI shipment (Qty 366,400) is expected in June 2019. "
Haiti,4/30/2019,"HIV-1/2 SD Bioline 3.0 RTK, 100 Tests",RTK,,,,5523,471.6666667,,11.7,,"GHSC-RTK shipment (Qty 2,864) is planned for June 2019. "
Haiti,4/30/2019,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,711,241.3333333,,2.9,,"GHSC-RTK/RMI shipment (Qty 21,640) is expected in June 2019. "
Haiti,4/30/2019,"Lamivudine 150 mg Tablet, 60 Tabs",Pediatric ARV,,,,1782,84.66666667,,21,,"Product phase out and significant overstock. This product is being phased out by September 2020. Please consider looking into a stock transfer. There is Qty 1,821 that will expire in 06/30/2020.  There are no current orders of this product."
Haiti,4/30/2019,"Lamivudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,107,78,,1.4,,This product is being phased out. Product expiry is in 2020. 
Haiti,4/30/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,56852,3933.666667,,14.5,,We expect a decrease in consumption as expected consumption levels have not been reached.
Haiti,4/30/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,233124,4255.333333,,54.8,,"Significant overstock. A decrease in consumption is expected for this product due to the TLD transition. Product expiry dates are 41,549, 28/02/2020; 131,991, 30/04/2021; and 59,584, 30/06/2021."
Haiti,4/30/2019,"Lamivudine/Zidovudine 30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,1313,399,,3.3,,"GHSC-PSM shipment (Qty 1,556) is expected in July 2019. There is approximately 4 MOS available at site level. "
Haiti,4/30/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,0,453.3333333,,0,,"GHSC-PSM shipment (Qty 1,374) is expected in June 2019. GHSC-PSM is expediting this shipment to arrive earlier. There is around 2.5 MOS available at facility level as of end April 2019. "
Haiti,4/30/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,3504,990.3333333,,3.5,,"GHSC-PSM shipment (Qty 5,760) is expected in October 2019. There is around 3.5 MOS available at the facility level as of end April 2019."
Haiti,4/30/2019,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,,,,1318,178.3333333,,7.4,,GHSC-PSM shipment (Qty 159) was delivered on 3/21/2019. 
Haiti,4/30/2019,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,1,156.6666667,,0,,Product is stocked out at the central level. The alternative regimen is Lopinavir/ritonavir 80/20 mg/mL. GHSC-PSM shipment (Qty 325) is planned for September 2019. There is around 2 MOS available at the facility level as of end April 2019. 
Haiti,4/30/2019,"Nevirapine  10 mg/mL, Suspension, 240 mL bottle",Pediatric ARV,,,,3119,148.6666667,,21,,"There is a decrease in consumption that has been seen. An increase in consumption is expected as the national protocol is to have 90% of patients in prophylaxis on Nevirapine. Product expiry dates are 8/31/2020,353; and 6/30/2021, 2,776 bottles."
Haiti,4/30/2019,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,7977,760,,10.5,,This product is being phased out by the end of October 2019. Consumption is not expected to increase or decrease. No future orders of this product are planned. The product expiry date is September 2020. This product will be continued to be used throughout the transition. 
Haiti,4/30/2019,"Nevirapine 50 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,,,,968,253.3333333,,3.8,,Product will be phased out and used until it expires. GHSC-PSM shipment (Qty 640) was delivered on 1/22/2019. 
Haiti,4/30/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,1927,3000,,0.6,,No planned shipments due to product phase out. Product will be used until expiry. Patients will transition to TLD. 
Haiti,4/30/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,5020,539,,9.3,,This product is being phased out as part of the TLD transition and used until it expires. There are no planned shipments of this product. 
Haiti,4/30/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,2347,88.66666667,,26.5,,"Increase in consumption is expected. The next GHSC-PSM shipments are planned for July/June 2019 (Qty 1,242). The expiry date for this product is 12/31/2020 (18 MOS at central level). "
Lesotho,8/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,25521,6660.666667,,3.8,,
Lesotho,8/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,86848,9187.666667,,9.5,,
Lesotho,8/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,12679,6615,,1.9,,
Lesotho,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,108728,22854.33333,,4.8,,
Lesotho,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,7969,171796,,0,,
Lesotho,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,8486,1358,,6.2,,
Lesotho,8/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,3406,480.6666667,,7.1,,
Lesotho,8/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,67091,16044.33333,,4.2,,
Lesotho,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,70950,19842,,3.6,,
Lesotho,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,11337,2378.666667,,4.8,,
Lesotho,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,4232,1434,,3,,
Lesotho,8/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,29590,4488.666667,,6.6,,
Lesotho,8/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,,,,2179,234.6666667,,9.3,,
Lesotho,8/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,42911,9268.666667,,4.6,,
Lesotho,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,11852,14242.33333,,0.8,,
Lesotho,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,18562,2518,,7.4,,
Lesotho,9/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,22231,5793.666667,,3.8,,
Lesotho,9/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,76792,8484.333333,,9.1,,
Lesotho,9/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,35043,5939.333333,,5.9,,
Lesotho,9/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,85433,20888.33333,,4.1,,
Lesotho,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,250608,19153,,13.1,,
Lesotho,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,81026.66667,,0,,
Lesotho,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,765100,102700,,7.4,,
Lesotho,9/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,64580,8026.666667,,8,,
Lesotho,9/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,47104,15843.33333,,3,,
Lesotho,9/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,76283,19637.33333,,3.9,,
Lesotho,9/30/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,17061,2044.666667,,8.3,,
Lesotho,9/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,1748,630.3333333,,2.8,,
Lesotho,9/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,22383,5024.333333,,4.5,,
Lesotho,9/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,,,,3201,279.6666667,,11.4,,
Lesotho,9/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,43504,8827,,4.9,,
Lesotho,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,907,12048,,0.1,,
Lesotho,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,22546,2497,,9,,
Lesotho,10/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,32071,5568.666667,,5.8,,
Lesotho,10/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,69434,8130.666667,,8.5,,
Lesotho,10/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,30087,5598.333333,,5.4,,
Lesotho,10/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,68862,20012.33333,,3.4,,
Lesotho,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,175937,44004.66667,,4,,
Lesotho,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,36643,,0,,
Lesotho,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,7210,643.6666667,,11.2,,
Lesotho,10/31/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,2993,341,,8.8,,
Lesotho,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,60524,14728.66667,,4.1,,
Lesotho,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,59828,19656.33333,,3,,
Lesotho,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,15998,1511.666667,,10.6,,
Lesotho,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,167078,25031.66667,,6.7,,
Lesotho,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,18073,4891,,3.7,,
Lesotho,10/31/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,,,,3025,261.6666667,,11.6,,
Lesotho,10/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,30056,10040.33333,,3,,
Lesotho,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,10191,7359.333333,,1.4,,
Lesotho,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,27027,2369.333333,,11.4,,
Lesotho,11/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,26589,5691.333333,,4.7,,
Lesotho,11/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,62538,8111,,7.7,,
Lesotho,11/30/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,24723,5502.666667,,4.5,,
Lesotho,11/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,47032,20564.33333,,2.3,,
Lesotho,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,105375,67656,,1.6,,
Lesotho,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 400/300/300 mg Tablet, 90 Tabs",Adult ARV,,,,0,0,,0,,
Lesotho,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,2656.333333,,0,,
Lesotho,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,5976,836.6666667,,7.1,,
Lesotho,11/30/2018,"HIV-1/2 Uni-Gold Rapid Test Kit, 20 Tests",RTK,,,,2826,289.6666667,,9.8,,
Lesotho,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,52848,14808.33333,,3.6,,
Lesotho,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,39631,21207,,1.9,,
Lesotho,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,30892,1483.333333,,20.8,,
Lesotho,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,24100,5090.333333,,4.7,,
Lesotho,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,45464,5712.333333,,8,,
Lesotho,11/30/2018,"Lopinavir/ritonavir 80/20 mg/mL Solution, 60 mL bottle",Pediatric ARV,,,,2769,233.6666667,,11.9,,
Lesotho,11/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,75345,10992,,6.9,,
Lesotho,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,98,7084.666667,,0,,
Lesotho,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,24180,2414.333333,,10,,
Lesotho,12/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,13677,5715,,2.4,,
Lesotho,12/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,54399,8250.333333,,6.6,,
Lesotho,12/31/2018,"Efavirenz 200 mg Scored Tablet, 90 Tabs",Pediatric ARV,,,,20184,5002.666667,,4,,
Lesotho,12/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,46257,19908,,2.3,,
